bin,classification,completeness,contamination,genome_size,contigs,percent_gc
coassembly-bin.3,d__Bacteria;p__Spirochaetota;c__UBA12135;o__;f__;g__;s__,87.5,0,5426928,173,65.2
coassembly-bin.30,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__b-17BO;g__;s__,100,0,3954094,7,36.8
coassembly-bin.34,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,93.19,0.83,3093972,264,34
coassembly-bin.35,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Palsa-1005;g__;s__,79.17,0,2713608,498,69.6
coassembly-bin.39,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinkiaceae_A;g__PAR1;s__,97.26,0.58,3099726,6,62.1
coassembly-bin.41,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA1315;s__,100,0,7044090,68,62.3
coassembly-bin.47,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__,96.61,0.65,2600458,168,67.9
coassembly-bin.50,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA1942;s__,75,6.25,3493682,362,39.2
coassembly-bin.51,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__,100,0,2571147,12,65.7
coassembly-bin.55,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__GCA-2402195;s__,99.53,0.95,1325166,5,34.7
coassembly-bin.58,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__;s__,95.96,0.22,2002075,6,49.3
coassembly-bin.61,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__,100,0,5502062,555,68.4
coassembly-bin.62,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__,100,0,3717422,3,46
coassembly-bin.65,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__,95.83,0,4553781,57,43
coassembly-bin.7,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__UBA2316;s__,99.1,0.9,3628733,35,37.3
coassembly-bin.71,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__;s__,85.19,0,4472836,499,56
coassembly-bin.76,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__UBA2391;s__,100,0,2557500,5,53.2
coassembly-bin.78,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;s__,76.4,2.08,2312646,299,69.7
coassembly-bin.81,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__;g__;s__,100,2.08,6148772,46,34.5
coassembly-bin.86,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,88.28,6.3,2926836,530,68.6
coassembly-bin.89,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__;s__,79.17,1.04,2512513,456,69.2
coassembly-bin.9,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__;s__,98.58,7.11,1646433,29,33.3
coassembly-bin.91,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__,100,0,4868279,27,42.2
coassembly-bin.94,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pirellula_B;s__,96.4,0.21,7831076,308,50.3
coassembly-bin.95,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__,96.55,8.62,4385421,272,65.3
POS2015-07-16-bin.100,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA998;f__UBA3002;g__;s__,98.9,0,1861815,1,50.8
POS2015-07-16-bin.104,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium_A;s__Chryseobacterium_A,100,0,2570918,12,36.8
POS2015-07-16-bin.113,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pararheinheimera;s__,100,4.17,4031574,77,46.2
POS2015-07-16-bin.14,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__,99.51,0.25,3262235,2,42.5
POS2015-07-16-bin.38,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,100,0,4069065,15,34.7
POS2015-07-16-bin.46,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Dechloromonas;s__,91.47,8.1,3690745,279,65
POS2015-07-16-bin.49,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sulfuritalea;s__,98.26,1.09,4409354,88,64
POS2015-07-16-bin.51,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__,99.01,0.25,4005892,7,49.5
POS2015-07-16-bin.52,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__,99.51,0.74,4619850,31,46.1
POS2015-07-16-bin.55,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__Accumulibacter,100,0,4249527,51,64.1
POS2015-07-16-bin.58,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__Accumulibacter,100,0,4931494,126,64.1
POS2015-07-16-bin.62,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Aquimonas;s__Aquimonas,98.29,1.62,3979001,113,61.5
POS2015-07-16-bin.83,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Leptolyngbya;s__Leptolyngbya,100,0,6800371,61,46.9
POS2015-07-16-bin.92,d__Bacteria;p__Bdellovibrionota_B;c__UBA2361;o__UBA2361;f__;g__;s__,95.66,3.78,3858209,296,52.6
POS2015-07-16-bin.94,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacter;s__Obscuribacter,96.55,0.94,5062712,70,49
POS2015-07-24-bin.107,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__;s__,99.54,0,6800112,39,56.3
POS2015-07-24-bin.113,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA2402;s__,95.83,0,4059115,42,63.5
POS2015-07-24-bin.124,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__A4b;g__OLB15;s__,91.74,5.5,7109051,706,60.1
POS2015-07-24-bin.16,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__,97.14,4.39,5447020,245,65.9
POS2015-07-24-bin.2,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__SWB02;s__,98.38,0.65,3671922,34,63.9
POS2015-07-24-bin.39,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__UBA2364;g__UBA2364;s__,100,0,4353183,62,46.1
POS2015-07-24-bin.4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter_A;s__,99.61,0.98,4338578,35,64.1
POS2015-07-24-bin.45,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__,98.51,0.5,6042425,53,47.9
POS2015-07-24-bin.54,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__Accumulibacter,100,0,4262696,49,64.2
POS2015-07-24-bin.76,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Ga0074137;s__,100,0,4222631,42,49.2
POS2015-07-24-bin.89,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae_A;g__UTCHB3;s__,100,0,3983417,6,42.2
POS2015-07-24-bin.9,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ottowia;s__Ottowia,95.83,0,2871547,325,68.6
POS2015-07-24-bin.93,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;s__,95.83,0,2912550,125,69.3
POS2015-07-24-bin.97,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__,98.55,0.39,3124641,51,65.5
POS2015-08-06-bin.100,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__;g__;s__,95.83,2.08,4725289,460,35.6
POS2015-08-06-bin.103,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__,98.51,0.3,4285222,13,45.1
POS2015-08-06-bin.123,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__UBA2364;g__UBA2364;s__,97.54,3.28,4363366,68,46.1
POS2015-08-06-bin.13,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Vitreoscilla_A;s__,95.83,0,3681892,513,68.4
POS2015-08-06-bin.20,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__OLB14;s__,83.1,6,4606619,172,49.6
POS2015-08-06-bin.38,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__,100,0,4395533,88,62.5
POS2015-08-06-bin.67,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__,100,0,4436974,203,67.3
POS2015-08-06-bin.84,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__,100,0,3719772,3,46.1
POS2015-08-06-bin.9,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__,95.16,1.8,4522276,165,64.5
